smiles,logCMC
CCCCCOC[C@H](O)[C@@H](O)[C@H](O)CO,1.579783597
CCCCCSCC(O)C(O)C(O)CO,1.662757832
CCCCCSC[C@H](O)[C@@H](O)[C@H](O)CO,1.662757832
CCCCOCC(O)C(O)C(O)CO,1.782114148
CCCCOCCO,2.989894564
CCCCOCCOCCOCCOCCOCCOCCO,2.889861721
CCCCOC[C@H](O)[C@@H](O)[C@H](O)CO,1.762678564
CCCCSCC(O)C(O)C(O)CO,2.255272505
CCCCSC[C@H](O)[C@@H](O)[C@H](O)CO,2.255272505
OCCOCCOCCOCCOCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.681241237
OCCOCCOCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.568201724
OCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.447158031
OCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.397940009
OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OCCCCCCC3CCCCC3)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,-0.250263684
